"","tract","meanP","meanN","meanV","meanA","meanD","population16","employment","employment_percent","median_household","means_household","cash_public","food_stamp","med_age","age_me","num_of_users","num_of_tweets","bachelor","bachelor_percent","gyrByCensus","Automobile","Drove.Alone","Public.Transit","Walking","Bicycle","Other","Worked.Home","No.vehicle","One.vehicle","Two.vehicles","Three.vehicles","HoursPerWeek","Quintile.3Mbps","Total.Drivers","Mean.Travel.Time.min","not.alone","medlog","pubtrans","HO.vacancy.rate","Rental.vacancy.rate","median.rooms","Owner.occupied","Renter.occupied","Average.household.OO","Average.household.RO","OPR.....1.00","OPR..1.x..1.5","OPR.....1.51","Mortgage.units","Per.mortgage.OO","HH.Size","One.vehicle.plus"
"64",1096.03,1.575593627893,-1.45085662759243,5.72591827631144,4.25560584341447,5.58348769907588,3345,2277,68.1,67910,70986,42,28,39.9,3.6,26,501,524,18.7,72380.2095377389,91.2,73.3,2.4,1.1,0,1.9,3.5,2.8,19.6,38.3,39.3,38.9,4,1870,29.2,26.7,11.1259385781078,0.8754687373539,0,8.2,4.8,52.1,47.9,3.33,2.74,92.5,6.2,1.3,487,73.2,3.04739,97.2
"65",1096.04,1.66057441253264,-1.40731070496084,5.74763970543853,4.26938585735267,5.65056460917673,2411,1571,65.2,70871,82373,4,23,36.9,3.4,62,349,354,17.7,113229.045305874,95.9,82.5,1.3,0.9,0.4,0.4,1.2,0.5,15.4,33.3,50.9,38,4,1364,30.2,17.5,11.1686166020476,0.262364264467491,0,0,5.5,75.3,24.7,3.28,2.89,93.9,3.6,2.5,593,84.4,3.18367,99.6
"66",1098,1.7699214365881,-1.41189674523008,5.89545041096989,4.19477888596644,5.6595382615693,3358,2145,63.9,77411,92977,18,12,39.9,2.3,22,34,728,24.7,71707.4167379998,95.1,75.4,0,0.3,0.8,0.7,3,0.6,10.9,35.9,52.6,38.7,4,1949,28.3,24.6,11.2568841683429,-4.60517018598809,0,0,5.6,80.4,19.6,3.03,3.21,99.1,0,0.9,849,75.9,3.06528,99.4
"67",1111,1.63232830820771,-1.43299832495812,5.77681350562116,4.21952130639624,5.64939770376307,2600,1693,65.1,78529,100419,19,25,41.9,1.8,29,186,437,21.3,34994.5762938055,87.3,77.1,2.7,1,1.8,0.3,6.9,0,24.7,29.6,45.7,37.6,5,1274,30.8,22.9,11.2712232623008,0.993251773010283,0,0,5.4,72.9,27.1,3.05,3.39,98.2,0.4,1.3,534,76,3.14214,100
"68",1112.01,1.65094775774387,-1.62413314840499,5.75410164233789,4.34686237251546,5.58665573845553,2824,1717,60.8,89403,96928,5,46,48.7,5.1,56,316,456,18.3,69690.2402162318,87,78.8,5.2,0.5,0,0,7.3,0.6,11.1,39.6,48.8,38.9,5,1339,37,21.2,11.4009095176456,1.64865862558738,0,11.8,6.1,94.3,5.7,3.02,3.08,94,6,0,809,81.8,3.02342,99.5
"69",1112.02,1.64326160815402,-1.4480181200453,5.77079925729284,4.26240768521297,5.66771959432173,4378,2918,66.7,80875,90550,18,36,38.1,3.5,80,582,689,18.9,94733.7445441309,93.8,83.3,1.1,1.1,0,0.3,3.7,1.1,15.7,38.8,44.4,36.4,5,2360,28.9,16.7,11.3006600318032,0.0953101798043249,0.8,4.8,5.3,61.5,38.5,3.03,2.59,98.2,1.4,0.4,849,75.8,2.8606,98.9
"70",1112.04,1.58902988129349,-1.4756446991404,5.7619723227527,4.24502700691135,5.61032074360967,5199,3397,65.3,113818,183854,39,7,44.5,3.9,49,955,1620,36.8,128161.698768599,85.5,74.5,3.7,2.4,0.4,2.5,5.4,0.9,1,45,53,37,5,2668,29.6,25.5,11.6423559603984,1.30833281965018,1.7,0,7.5,90.2,9.8,3.15,3.48,100,0,0,1277,74.3,3.18234,99
"71",1112.06,1.67676508344031,-1.43337612323492,5.82954795617432,4.2284696352719,5.64596690480399,3549,2043,57.6,115000,119876,27,15,44.9,2,92,263,1095,33.6,198484.712049369,89.9,82.2,0.4,1.8,0,3.8,4.1,0.9,4.5,43.4,51.2,39.2,4,2045,30.8,17.8,11.6526874073454,-0.916290731874155,0,0,6.8,82.7,17.3,3.1,3.58,99.6,0.4,0,906,75.9,3.18304,99.1
"72",1113.01,1.56915262064188,-1.4324636342646,5.75546688609571,4.24899996156088,5.61006802843064,6539,4510,69,47184,63271,130,217,36.8,6.1,76,243,1017,19.8,62119.3503969365,82.4,76.9,3.9,1.1,3.9,1.6,7.2,5.6,21.8,43.6,29,36.6,5,3686,25.5,23.1,10.7618101310551,1.3609765531356,0,3.2,4.3,30.5,69.5,2.76,2.82,91.3,5.4,3.3,662,80.7,2.8017,94.4
"73",1113.02,1.5697796432319,-1.37932843651626,5.78938728036343,4.15728555733085,5.59917118939683,4030,2406,59.7,58403,74888,41,51,30.8,5.4,53,272,970,32.4,53880.6450003271,90.6,83.6,1.1,3.1,0,1.7,3.4,0,13.8,43.9,42.3,36.8,4,2299,29.8,16.4,10.9751225373599,0.0953101798043249,0,6.4,4.7,47.4,52.6,2.84,2.36,93.5,4.5,2.1,676,80.3,2.58752,100
"74",1114,1.62223891810669,-1.42314049586777,5.74643002160013,4.24394676937898,5.6056912719559,6003,3787,63.1,47646,61295,89,136,38.5,2,73,398,1316,25.1,18619.0646746787,88.1,76.2,0.5,2.7,1.7,1.3,5.7,2.2,25.2,39.3,33.3,38.9,4,3069,29.2,23.8,10.7715539601233,-0.693147180559945,0,0,4.8,42.2,57.8,2.99,2.77,97.4,1.2,1.4,882,75.1,2.86284,97.8
"75",1131.02,1.65996784565916,-1.40353697749196,5.83166240845601,4.2156755831261,5.64648506548627,2415,1409,58.3,114625,155050,19,0,49.1,3.7,39,83,535,25.2,73506.4979958571,87.7,73,3.2,0.4,0,0,8.6,1,6.8,27.5,64.7,39.8,5,1099,27.3,27,11.6494212095588,1.16315080980568,0,0,8.1,96.7,3.3,3.06,3.35,99.1,0,0.9,744,80.8,3.06957,99
"76",1132.11,1.55905743740795,-1.44182621502209,5.74503589272228,4.23961154921685,5.61086981329284,3344,2256,67.5,92909,120636,53,10,47.7,2.9,57,95,935,30.5,66671.0895271053,89.7,84.2,1.9,0.2,0,1.5,6.7,1.1,16.6,41.5,40.8,39.4,4,1889,28.1,15.8,11.4393757984734,0.641853886172395,3.6,7.4,6.4,86.4,13.6,2.47,3.23,98.5,1.5,0,974,71.9,2.57336,98.9
"77",1132.12,1.66071821987222,-1.42894910773298,5.87506668037379,4.20927098256742,5.72220360487506,2764,1765,63.9,74196,92305,14,14,40.1,4.4,63,1464,547,23.8,171072.97007096,86.3,75.9,1.7,1,0,1.3,9.8,1.5,19.7,33.1,45.7,38.8,4,1359,36.4,24.1,11.2144655193466,0.53062825106217,0,9.3,5.6,57.3,42.7,2.91,2.77,94,4.9,1.1,405,66.2,2.85022,98.5
"78",1132.13,1.64762761412188,-1.51742747919946,5.73468762102587,4.21529794846733,5.58844597409759,3629,2579,71.1,79772,94236,24,67,39.2,2.7,48,208,992,30.3,119194.438093709,95.1,85.9,0.5,0,1.1,0,3.3,0.5,20.7,44.5,34.3,38.3,4,2132,28,14.1,11.2869278446731,-0.693147180559945,0,0,4.8,70.5,29.5,2.77,2.44,93.2,4.2,2.6,1021,87.4,2.67265,99.5
"79",1132.31,1.5516339869281,-1.38823529411765,5.84305248405644,4.29490916487992,5.64182870673852,1759,1043,59.3,88015,115504,15,0,47.9,2.2,12,48,378,23.7,432513.678538062,85.2,82.5,1.5,0,0,0,13.2,0,14.9,47.5,37.6,38.9,4,793,35.8,17.5,11.3852625334801,0.405465108108164,0,0,6.8,78.7,21.3,2.66,2.51,99,1,0,522,80.4,2.62805,100
"80",1132.32,1.63247863247863,-1.33470085470085,5.85727321157812,4.1623453423133,5.66631886052643,3334,2137,64.1,77019,96005,26,23,45.3,1.8,46,200,874,29.5,143648.533545718,89.6,85.4,3.1,0.7,0,0.5,6.1,1,10.1,48.3,40.7,37.4,4,1775,28.7,14.6,11.251807423644,1.1314021114911,0,0,6.8,89.5,10.5,2.96,1.67,98.6,0.3,1.1,992,79.7,2.82455,99.1
"81",1132.33,1.5807745187901,-1.50045829514207,5.67645950001654,4.21948198851458,5.55714186274174,4752,3522,74.1,45161,55907,77,199,29.4,2.7,48,1652,573,14.6,20570.5748936526,86.5,76.1,5.6,2.2,0,5.6,0,3.5,26.7,48.8,21,36.7,4,3189,23.4,23.9,10.7179891615082,1.7227665977411,5.5,3.9,4.1,32.1,67.9,2.93,3.13,83.4,11.5,5.1,519,72,3.0658,96.5
"82",1132.34,1.51679178190439,-1.42473330699328,5.74521500178652,4.23129687011455,5.6113392456639,3713,2243,60.4,32462,55453,36,176,31,5,33,188,583,19.1,28486.9470967776,82.1,71.2,8.4,4.4,0,2.8,2.4,5.5,19.1,32.2,43.2,36.9,4,1969,26.9,28.8,10.387825453465,2.12823170584927,5.8,10,4.2,47.4,52.6,3.27,3.39,81.4,11.7,6.9,335,50.5,3.33312,94.5
"83",1132.37,1.52240477968633,-1.46116504854369,5.75178007062545,4.25339546659952,5.60616099479533,3106,1944,62.6,79625,113151,50,43,45.2,2.4,53,1054,684,25.9,945137.032342977,78.2,69.2,9,4.6,1.4,1,5.7,0,14,52.2,33.7,39.4,5,1771,29.9,30.8,11.2850833928745,2.19722457733622,0,9.9,5.5,62.6,37.4,3.2,1.95,98.9,1.1,0,608,69,2.7325,99.9
"84",1133.21,1.5787713430734,-1.44375990142581,5.79412094096507,4.26575624400001,5.61210629988426,4946,3827,77.4,56132,68442,33,47,34.5,2.5,53,1342,931,22,16197.7055573979,87.2,73.6,3.3,4.1,0.5,3.5,1.4,3.6,35.7,50.5,10.2,38.2,4,3414,28.1,26.4,10.935461338871,1.19392246847243,0,5.1,3.3,28.9,71.1,2.76,2.36,83.6,8.1,8.3,600,88.1,2.4756,96.4
"85",1133.22,1.61964188822572,-1.39555073250136,5.74939924344428,4.23920830042756,5.58941832526303,3422,2228,65.1,89911,109509,61,39,43.6,2.6,47,260,867,29.8,124480.652679264,83.5,69.7,7.2,0,0.5,0,8.8,0,9.2,41.7,49.2,37.6,5,1720,27.3,30.3,11.4065755711503,1.97408102602201,0,0,6.5,91.6,8.4,2.81,4.38,99,1,0,960,76.9,2.94188,100
"86",1134.01,1.55288720992984,-1.32514840798705,5.86711467757104,4.19858633685501,5.63735932257553,4214,2756,65.4,66842,75392,55,48,40.7,4.5,121,1604,620,17,701017.409490168,88.3,74,3.5,0.9,0,0.6,6.8,1.2,19.5,35.3,44,38.9,4,2258,30.3,26,11.1100869044639,1.25276296849537,0,0,5.3,72.6,27.4,3.17,2.62,94.3,4.5,1.2,1000,80.5,3.0193,98.8
"87",1134.21,1.537686139748,-1.50790378006873,5.66317700489619,4.24218077209393,5.54171620305827,4730,3418,72.3,44514,56543,11,151,28.4,2.9,64,882,588,15.8,11120.7574306714,78.3,66.9,9.7,1.1,0,7.5,3.4,1.6,29.8,42.5,26.1,35.2,4,2982,27.4,33.1,10.7035590254176,2.27212588550934,7.3,7.7,4.2,19.5,80.5,3.05,3.56,80.7,14.1,5.3,297,80.3,3.46055,98.4
"88",1134.22,1.53034728984096,-1.49561830574489,5.72277231879553,4.29584556596683,5.58029443067936,5077,3615,71.2,63750,73373,33,85,35.3,1.6,33,685,711,16.7,21255.9209006755,90.7,68.6,6.5,0,0.4,0.3,2.2,0.4,21.4,46.4,31.8,36.5,4,3066,27.5,31.4,11.0627244630207,1.87180217690159,0,7.6,4.3,52.1,47.9,3.24,2.97,82.8,12.4,4.8,985,90,3.11067,99.6
"89",1151.01,1.56601868215097,-1.45897500631154,5.76393579809003,4.23315193540808,5.62081047796841,4484,2601,58,109737,139827,0,15,49.8,3.1,65,217,1101,29.9,123436.960762989,91.9,80.8,0.7,1,0,1.9,4.3,0,2.1,39.2,58.7,39.2,5,2317,26.3,19.2,11.6058418728965,-0.356674943938732,0,21.5,7.4,93,7,3.22,1.75,100,0,0,1172,75.1,3.1171,100
"90",1151.04,1.65917865917866,-1.4040014040014,5.81236963812974,4.22828787514997,5.64376115752256,3348,2236,66.8,41875,65606,38,43,27.3,3.8,39,304,476,25,1759135.50584605,80.6,72,3.5,7.5,3.4,1.4,3.6,2.4,42.5,39.2,15.9,34.5,4,1898,24.5,28,10.6424442691274,1.25276296849537,0,6.9,3.3,26,74,2.23,1.96,95.3,1.7,3.1,408,87.4,2.0302,97.6
"91",1152.01,1.58003550172288,-1.34478437924193,5.84144538165063,4.19332449299919,5.66645936565002,5823,3737,64.2,53579,65676,51,31,31.2,4.2,113,2377,1234,30.5,696150.879955632,82.6,76.9,5.6,4.8,2.1,0.6,4.3,1.9,28.1,44.1,25.9,34.7,4,3107,31.3,23.1,10.888912479244,1.7227665977411,0,0,3.4,25,75,2.66,2.48,87.7,9.3,3,513,74.1,2.525,98.1
"92",1152.02,1.65577986370066,-1.41134113411341,5.79195224211682,4.22389288208857,5.64339426015791,4449,3192,71.7,59154,76198,60,18,30.2,3.5,156,721,882,27.1,104187.7728074,83.8,76.6,0.9,4.7,0.1,0.7,9.8,3.2,24.9,39.1,32.8,36.3,4,2072,27.3,23.4,10.9878994918031,-0.105360515657826,0,6.9,4.6,42.8,57.2,2.81,2.69,96.1,3.3,0.6,531,68.7,2.74136,96.8
"93",1153.01,1.50562613430127,-1.32595281306715,5.8548508600545,4.23549526736601,5.63982779291015,3190,1994,62.5,64849,79131,21,12,44.1,2.9,70,320,779,29.2,175726.492849542,85.7,74.7,1.4,0.9,1.7,0,10.3,0,26,49.3,24.7,38.9,4,1620,30.2,25.3,11.0798167694252,0.336472236621213,2.9,6.3,5,59.6,40.4,2.49,2.24,97,2.5,0.5,663,68.8,2.389,100
"94",1153.02,1.55832591273375,-1.46927871772039,5.68159658588728,4.30291329386005,5.53395251779483,2886,2065,71.6,37723,55053,43,124,28.9,2.1,72,302,151,6.5,27380.2570532134,77,59.1,11.6,3.4,3.3,3.2,1.6,10.7,27.2,25.9,36.2,34.5,4,1696,28.1,40.9,10.5380252669888,2.45100509811232,0,8.8,4.3,34.8,65.2,3.97,4.17,68.9,14.1,17,236,69.6,4.1004,89.3
"95",1154.01,1.44086315214422,-1.40535372848948,5.67885934374801,4.28617629099924,5.55437086911484,4333,2961,68.3,50263,69302,164,160,34.7,3.5,26,90,1013,27.7,26228.385599804,90.8,82.7,7.6,0.3,0,1,0.4,1.4,23.1,48.8,26.7,36.2,4,2521,31.3,17.3,10.8250244989302,2.02814824729229,7.6,3.3,3.9,39.3,60.7,3.25,2.92,84.2,9.1,6.8,647,84.2,3.04969,98.6
"96",1154.03,1.65354884047786,-1.39739985945186,5.83154450413476,4.22234816404661,5.62692139884164,2758,1729,62.7,42607,53275,18,161,29.8,3,51,151,324,14.8,23674.396405783,71.1,61,14.3,7.2,0.5,0.6,6.3,4.8,33.5,43.1,18.6,38.8,4,1453,29.6,39,10.6597738380074,2.66025953726586,0,0,4,23.8,76.2,3.11,3.52,75.4,8.7,15.8,159,64.9,3.42242,95.2
"97",1154.04,1.62470167064439,-1.5244630071599,5.8240163963659,4.28785322523243,5.59927906887207,2387,1641,68.7,43232,66380,15,85,36,9.7,25,211,247,14.3,16170.0876942926,86.5,78.4,5.7,1.2,1.9,2.5,2.2,0.3,28.5,26.1,45.1,36,4,1134,23.3,21.6,10.6743362407599,1.7404661748405,0,8.2,5,50.6,49.4,3.42,3.68,82.4,11.1,6.5,349,86.8,3.54844,99.7
"98",1171.01,1.83157894736842,-1.41973684210526,5.9089275784783,4.18676388344319,5.67860941126546,3725,2684,72.1,76150,82059,12,8,34.6,3.9,19,402,751,24,54273.0511725172,90.4,77.6,4.5,0,0,2.8,2.3,0,16.4,50.9,32.7,38.4,4,2389,34.3,22.4,11.2404603583233,1.50407739677627,1.7,8.4,4.9,68,32,3.82,4.29,78.2,17,4.8,815,92.9,3.9704,100
"99",1171.02,1.75449101796407,-1.34131736526946,5.93721597172111,4.17655011173243,5.70470047699215,2334,1714,73.4,62857,76274,53,17,38.5,7.7,12,32,387,18.9,46928.9635272727,92.4,80.1,6.1,0,0,1.5,0,0.7,9.4,23.6,66.4,39.3,5,1229,36.7,19.9,11.0486175841093,1.80828877117927,0,0,5.6,85.3,14.7,3.33,3.58,97,2.3,0.8,531,78.2,3.36675,99.4
"100",1172.01,1.4879786286732,-1.45057880676759,5.6790316630233,4.36607637677415,5.52997357010046,3283,1811,55.2,41276,53376,46,140,28.1,2.7,31,55,352,14.1,3634.73261068931,85.4,67.5,10.3,0,0,2.3,2,7.7,27.9,33.8,30.6,36,3,1865,33.9,32.5,10.6280364962356,2.33214389523559,0,5,4.6,26.6,73.4,3.81,4.51,82.9,9.3,7.8,222,73.3,4.3238,92.3
"101",1172.02,1.65181347150259,-1.39378238341969,5.81303771678775,4.20908022843252,5.62293042819177,1901,1293,68,92480,117379,2,6,40.7,5.6,49,522,524,32.9,142695.57630324,87.8,75.6,4.4,0,0,0.7,7.2,1.1,8.3,21.8,68.7,37.5,5,1142,39,24.4,11.4347476839062,1.48160454092422,2.3,0,6.6,91.6,8.4,3.54,5.75,93,5,2,457,75.8,3.72564,98.8
"102",1173.01,1.61499595796281,-1.4591754244139,5.75506963958025,4.22361165645202,5.59282471160153,3185,2223,69.8,84063,90357,20,26,40.2,4.4,17,121,703,25.5,54398.7994101358,89.7,79.6,2.1,0,1.3,2.7,4.2,0.4,7.6,37.1,54.9,40.3,5,2099,25.2,20.4,11.339321796716,0.741937344729377,0,0,6,92,8,3.27,4.42,91.8,8.2,0,897,79.2,3.362,99.6
"103",1173.02,1.58262427227944,-1.43304970891178,5.82044654102654,4.23722837573835,5.60771509982508,4158,2746,66,80757,100987,19,59,40.7,4.7,60,448,827,23.2,198158.087178787,90.2,83,3.9,0.5,0.7,0.4,4.3,0.7,8.4,39.7,51.1,38.6,4,2222,27.8,17,11.2991999246343,1.3609765531356,2.2,0,6.2,76,24,3.03,3.31,93.8,6.3,0,899,72.4,3.0972,99.2
"104",1173.03,1.57210031347962,-1.43103448275862,5.8058438116689,4.19698478143568,5.65518758200705,2821,1997,70.8,65815,87363,16,8,39.6,4.6,29,80,514,21.4,53970.8950543508,89.4,77.8,3.4,1.2,0,2,4.1,0.4,10.7,30,58.9,37.4,5,1524,24.6,22.2,11.0946030548595,1.22377543162212,0,0,6,79.5,20.5,3.11,4.28,95.1,3.9,1,649,77.6,3.34985,99.6
"105",1174.04,1.67199444058374,-1.41209173036831,5.84861682632579,4.18460036783151,5.63375470723319,3529,2298,65.1,63571,81151,9,13,38.8,3.5,69,126,515,16.6,124310.576156321,89.6,75.4,5.2,3.1,0.8,0.6,0.7,3.6,15.5,37.6,43.3,37.4,5,1903,31.3,24.6,11.0599126704973,1.64865862558738,0,0,6,74,26,3.14,3.02,94.2,4,1.8,803,83.8,3.1088,96.4
"106",1174.05,1.68047337278107,-1.45956607495069,5.78113267673685,4.20408110350308,5.62207686995368,2333,1548,66.4,30231,32805,175,267,22.9,3.6,15,71,56,3.3,9174.66143265895,71.7,54,17.1,4.6,1.1,3.2,2.3,19.3,34.7,23.5,22.5,37.6,3,1228,32.8,46,10.3166231669485,2.83907846350861,0,4.7,3.8,4.2,95.8,2.46,4.69,54.1,25.1,20.8,35,100,4.59634,80.7
"107",1174.08,1.50596658711217,-1.27923627684964,5.83938376450468,4.09477197642993,5.70230245105899,2141,1697,79.3,27930,39893,54,205,25,1.4,34,73,106,6.4,241731.020465187,74.4,63.7,16.5,8,0,1.1,0,16.6,27.9,26.3,29.3,36.8,3,1439,34.4,36.3,10.2374566589392,2.80336038090653,0,1.6,3.3,19.2,80.8,4.79,3.4,64,13.6,22.4,129,75.4,3.66688,83.5
"108",1175.1,1.56575963718821,-1.39002267573696,5.75041861559862,4.17914957795146,5.61055952038783,2560,1846,72.1,32778,44677,109,220,26.8,2.3,13,288,124,5.9,143078.150626102,72.6,61.2,14.7,2.9,0,7.3,2.5,2.1,30.9,32.2,34.8,35.2,3,1548,32.1,38.8,10.3975128376238,2.68784749378469,17.7,1.2,3.9,16.1,83.9,3.36,4,68.7,15.2,16,147,90.2,3.89696,97.9
"109",1175.3,1.52941176470588,-1.40392156862745,5.76868808625005,4.23483992871853,5.59413720136449,4148,2876,69.3,39429,57282,158,216,28.8,2.5,16,34,412,12.6,217071.308193703,72.8,53.6,18.3,2.6,0,5.7,0.6,9.5,39.8,26.9,23.8,36.5,3,2493,34.8,46.4,10.5822568651501,2.90690105984738,0,7.6,3.8,23.3,76.7,3.84,3.83,67.3,21.9,10.8,304,88.9,3.83233,90.5
"110",1190.02,1.55435272891295,-1.43301759133965,5.80001008775974,4.20520428855614,5.61321139174962,5023,3089,61.5,53929,64607,40,67,34.8,3.1,41,82,129,3,9183.05918301114,89,72.5,4.9,0.9,0,0.7,4.5,2.3,3.7,27.3,66.6,36.8,4,2477,25,27.5,10.8954236456042,1.58923520511658,0,0,5.4,66.8,33.2,4.87,4.58,79.7,12.5,7.8,792,81,4.77372,97.6
"111",1192.01,1.5680859225163,-1.44649021864212,5.72862888416562,4.23315773263096,5.5739669300189,3284,2177,66.3,57031,72766,23,105,29.8,2.5,22,94,226,8.5,7360.94782313448,94.7,85.4,2.2,0.9,1.8,0,0.3,0.9,7.5,31.7,59.9,37.1,4,1727,31.1,14.6,10.9513502586278,0.78845736036427,1.8,0,5.2,70.4,29.6,4.64,4.99,76.4,18.1,5.5,461,76.5,4.7436,99.1
"112",1192.02,1.5278276481149,-1.30400957510473,5.50513548175652,4.23065162085323,5.39133191275933,3192,2188,68.5,57850,64188,15,22,32.2,1.8,35,56,194,7.5,18482.1408538457,90.4,72.9,4.7,1.2,1.2,2.1,0.5,1.6,7.1,29.3,62,35.8,4,1688,26,27.1,10.9656087326218,1.54756250871601,3.8,11.2,5.6,74.1,25.9,5.07,4.01,71,21,8,487,74.1,4.79546,98.4
"113",1193.2,1.54503616042078,-1.60552268244576,5.65388656412253,4.27420032551721,5.52066939049301,3011,1949,64.7,44426,51528,37,85,28.8,2,9,1129,334,13.9,29608.9668745519,76.2,57.7,11.7,4.2,0,3.8,4.1,6.2,22.5,45.6,25.7,35.5,4,1772,35.5,42.3,10.7015801626176,2.45958884180371,0,4.3,4.5,24.6,75.4,3.71,4.49,76.6,14.4,9,223,83.2,4.29812,93.8
"114",1194,1.44841735052755,-1.43259085580305,5.70615645646082,4.26657835670395,5.54938878859054,4383,2860,65.3,73971,79652,32,91,35.5,2,16,309,233,6.7,23545.0277826575,80.8,67.8,17.3,0.7,0,0.5,0.7,0.7,6.2,31.7,61.3,36.1,4,2434,30.7,32.2,11.2114284034847,2.85070650150373,0,0,5.8,77.3,22.7,4.41,6.95,89.6,7.3,3.1,706,84.8,4.98658,99.2
"115",1197,1.67356418918919,-1.49788851351351,5.74718257065473,4.21018451778867,5.57104733861678,3625,2217,61.2,60455,74701,32,87,37.1,4.8,23,1082,576,18.2,103588.02546056,90.5,79.3,3.6,1.3,1.1,0,3.6,0,5.4,31.2,63.5,38.7,4,1976,29.5,20.7,11.0096545656083,1.28093384546206,4.3,0,5.4,80.8,19.2,3.29,5.15,87.1,9,3.9,738,73.4,3.64712,100
"116",1198,1.59171597633136,-1.4450733213275,5.79358535217581,4.26732629977363,5.6065077428453,4442,3053,68.7,70860,74831,34,115,32.8,3.5,11,28,476,13.4,10058.7338850819,90.1,66.1,5.7,2.5,0.3,0.4,0.9,2.2,8,23.1,66.7,37.8,4,2844,28.1,33.9,11.1684613784195,1.7404661748405,1.8,2.5,5.5,70.7,29.3,4.47,4.52,83.1,14.1,2.9,746,77.7,4.48465,97.8
"117",1199,1.60583090379009,-1.46355685131195,5.65751719463424,4.22753262426676,5.59317838784544,3823,2498,65.3,64318,68624,54,51,33.1,2,20,50,781,24.8,7482.70045003244,87,71.3,5.1,1.9,0,0,6.1,2.2,8.8,34.6,54.4,35.5,4,2080,30.1,28.7,11.071594808842,1.62924053973028,0,0,5.2,65.4,34.6,4.21,4.28,80.5,10.4,9.1,595,76.6,4.23422,97.8
"118",1201.04,1.68781302170284,-1.42904841402337,5.68772705024488,4.3355625341517,5.523781601121,2146,1494,69.6,35375,41526,92,156,27.9,3.7,51,187,188,11.5,59355.2682648324,64.5,53.7,21,7.9,0,4.5,2,16,43.5,22.9,17.6,34.7,3,1148,28.7,46.3,10.4737606349455,3.04452243772342,0,1.4,3.4,6.1,93.9,5.13,3.37,79,4,17,36,76.6,3.47736,84
"119",1201.05,1.64332784184514,-1.39291598023064,5.86734591313414,4.2261507185727,5.65942263124787,2184,1429,65.4,31917,44443,33,16,30.9,5.2,35,125,288,16.3,58513.0465399679,82.4,67.2,7.6,0.7,1.3,1.1,6.9,2.9,21,22.2,53.9,34.2,5,965,30.8,32.8,10.3708940621845,2.02814824729229,0,0,4,40,60,4,3.06,81.1,10.9,8,318,91.4,3.436,97.1
"120",1201.08,1.60571858540256,-1.52821670428894,5.7511082098457,4.19280004162504,5.62633884408206,3352,2269,67.7,37804,37717,94,103,30.8,2.7,15,139,186,7,7269.47987135616,79.5,51.6,10.4,2.3,1.2,2.6,4,12.8,28.7,39.4,19.1,36.3,3,1825,33.9,48.4,10.5401701961149,2.34180580614733,5.4,4.2,4.1,37.9,62.1,4.2,3.32,80.5,14.6,4.9,429,89.7,3.65352,87.2
"121",1203,1.57048984468339,-1.4378733572282,5.7708035080982,4.28661638271863,5.60117419438536,4493,3142,69.9,61995,66640,96,103,33.6,4.6,59,175,508,14,17317.218647726,85.8,70,5.2,0.9,0,1.9,6.2,1,15.5,26.9,56.6,37,4,2509,31.5,30,11.0348090156139,1.64865862558738,0,5.2,5.1,77.7,22.3,3.69,4.65,89.2,8.7,2.2,840,77.6,3.90408,99
"122",1204,1.58425196850394,-1.41102362204724,5.7435102783561,4.23893670530565,5.5870130246719,5165,3514,68,36082,49552,119,262,33.9,1.8,75,1351,729,17.2,138837.379719228,83.3,67.2,7.7,2.4,0.3,2.4,3.8,6,33.9,29.8,30.4,37.5,3,2751,29.3,32.8,10.4935494050127,2.04122032885964,0,3.5,4,28.2,71.8,3.79,3.31,74.6,17,8.4,476,85,3.44536,94.1
"123",1210.1,1.60478199718706,-1.50351617440225,5.71109173917659,4.29343293954805,5.55001745036346,3950,2608,66,66486,79437,24,17,35.3,2.8,46,165,420,13.2,54947.9241267595,88.3,82.8,3.6,0.1,1.1,4.7,2.3,0.3,17.1,25.5,57.1,36.8,3,2329,27,17.2,11.1047466781644,1.28093384546206,0,2.6,5.5,71,29,3.81,3.95,84.9,13.4,1.6,750,81.6,3.8506,99.7
"124",1210.2,1.50143266475645,-1.62464183381089,5.62744395639768,4.28666776088369,5.53505450203225,2778,1626,58.5,46122,60742,61,165,37.3,5.1,12,15,290,13.6,57295.8610176735,86.4,80.8,6,0.1,0,2.2,5.2,0.8,18.1,37.6,43.5,34.5,3,1337,29.5,19.2,10.7390453385772,1.79175946922805,4.8,1.5,5,43.7,56.3,3.73,3.4,81.8,11.5,6.7,323,78,3.54421,99.2
"125",1211.01,1.50817941952507,-1.39788918205805,5.66968536293232,4.24784269843669,5.57085002011632,2548,1799,70.6,53878,56344,42,115,33.9,2.4,32,171,224,10.6,5304.00179090316,85.8,72.5,3.7,0,2.8,3.3,4.3,0.5,22.2,32.6,44.7,39.1,3,1487,24.2,27.5,10.8944775103105,1.30833281965018,0,7.6,3.9,40.6,59.4,3.73,3,81.1,11.5,7.4,303,81.2,3.29638,99.5
"126",1211.02,1.56755514705882,-1.453125,5.74053594456817,4.23137349495829,5.60767622513011,2083,1377,66.1,61351,83435,25,58,42.1,2.6,51,130,198,11.4,6152.43858362928,88.1,76.7,3.9,0,0,0.7,7.3,3.4,21.9,24.2,50.5,38.9,5,1003,25.9,23.3,11.0243667499247,1.3609765531356,0,0,4.8,62.4,37.6,3.22,3.29,83.5,11.7,4.7,397,81.2,3.24632,96.6
