Incident Number,Date Occurred,UCR,UCR Description,Location,Gang Related,Latitude,Longitude,Map Point
160005561,01/15/2016 12:00:00 AM,0430,Agg Assault - Othr Wpn,2500BLK PICO BLVD ,true,34.0229027778943,-118.462986110876,"(34.0229027778943, -118.462986110876)"
160005594,01/06/2016 12:00:00 AM,0690,Larceny - Other,1800BLK STEWART ST ,true,34.0277361115841,-118.464500000392,"(34.0277361115841, -118.464500000392)"
160005596,01/07/2016 12:00:00 AM,0521,Burglay-Unlaw Entry-Resd,1400BLK 26TH ST,true,34.0326250008793,-118.473500001024,"(34.0326250008793, -118.473500001024)"
150014888,02/03/2015 12:00:00 AM,0450,Simple Assault,2200BLK LINCOLN BLVD,true,34.0100277779554,-118.480180555782,"(34.0100277779554, -118.480180555782)"
160027509,03/05/2016 12:00:00 AM,2100,DUI,1700BLK SANTA MONICA BLVD ,true,34.026750000258,-118.482374999687,"(34.026750000258, -118.482374999687)"
0000000H0,09/01/2014 12:00:00 AM,0690,Larceny - Other,3000BLK OLYMPIC BLVD,true,34.0306527777944,-118.462416666599,"(34.0306527777944, -118.462416666599)"
160152195,12/06/2016 12:00:00 AM,0450,Simple Assault,100BLK BROADWAY,false,34.0131388891372,-118.49593055524,"(34.0131388891372, -118.49593055524)"
150014919,02/03/2015 12:00:00 AM,0521,Burglay-Unlaw Entry-Resd,1000BLK 7TH ST,true,34.0234583341803,-118.497875000946,"(34.0234583341803, -118.497875000946)"
150015042,02/04/2015 12:00:00 AM,2300,Public Intoxication,3RD STREET PROM / SANTA MONICA BLVD,true,34.0156388888889,-118.496083333333,"(34.0156388888889, -118.496083333333)"
150015068,02/03/2015 12:00:00 AM,0710,GTA - Passenger Car,1000BLK 14TH ST,false,34.0288333341475,-118.491250000982,"(34.0288333341475, -118.491250000982)"
150015159,02/03/2015 12:00:00 AM,0650,Larceny - Vehicle Parts/Acc,600BLK PICO BLVD,false,34.011416666792,-118.484541666436,"(34.011416666792, -118.484541666436)"
150015168,02/04/2015 12:00:00 AM,2300,Public Intoxication,300BLK CIVIC CENTER DR,true,34.0110138889566,-118.489291666596,"(34.0110138889566, -118.489291666596)"
150015188,02/04/2015 12:00:00 AM,0450,Simple Assault,800BLK LINCOLN BLVD,true,34.0269027786524,-118.500055556573,"(34.0269027786524, -118.500055556573)"
160044830,03/02/2016 12:00:00 AM,1100,Fraud,700BLK COPELAND CT,true,34.0058194445608,-118.476361110902,"(34.0058194445608, -118.476361110902)"
150015227,02/03/2015 12:00:00 AM,0640,Larceny - From Vehicle,1200BLK 14TH ST,false,34.0260694453118,-118.488027778781,"(34.0260694453118, -118.488027778781)"
150015236,02/04/2015 12:00:00 AM,1400,Vandalism,2900BLK 31ST ST,false,34.0193333336988,-118.451361111347,"(34.0193333336988, -118.451361111347)"
160043379,04/12/2016 12:00:00 AM,0450,Simple Assault,2000BLK PICO BLVD,true,34.0199722222222,-118.4685,"(34.0199722222222, -118.4685)"
150005036,01/13/2015 12:00:00 AM,2000,Family Offenses,1800BLK 17TH ST,false,34.0201527783315,-118.475597222873,"(34.0201527783315, -118.475597222873)"
150015242,02/02/2015 12:00:00 AM,2600,All Other Offenses,3100BLK PEARL ST,false,34.0234861112316,-118.454708333121,"(34.0234861112316, -118.454708333121)"
150015250,02/04/2015 12:00:00 AM,0660,Larceny - Bicycle,1300BLK 3RD STREET PROM,true,34.0163194453167,-118.496861112124,"(34.0163194453167, -118.496861112124)"
150015281,02/04/2015 12:00:00 AM,1100,Fraud,OUT/LOS ANGELES,true,,,
150015320,02/04/2015 12:00:00 AM,0341,Robbery Strongarm-Street/Hwy,1400BLK 3RD STREET PROM,true,34.0149722230254,-118.495291667586,"(34.0149722230254, -118.495291667586)"
150015331,02/04/2015 12:00:00 AM,0650,Larceny - Vehicle Parts/Acc,1500BLK PACIFIC COAST HWY,true,34.0120000000699,-118.496902777823,"(34.0120000000699, -118.496902777823)"
150015452,02/05/2015 12:00:00 AM,0521,Burglay-Unlaw Entry-Resd,600BLK STRAND ST,true,34.0085833336995,-118.481902777166,"(34.0085833336995, -118.481902777166)"
150015458,02/05/2015 12:00:00 AM,1823,Narco Possess-Synthetic,LINCOLN BLVD / PEARL ST,true,34.0096250000425,-118.479694444495,"(34.0096250000425, -118.479694444495)"
150015490,02/04/2015 12:00:00 AM,0670,Larceny - From Building,3300BLK OLYMPIC BLVD,false,34.0314583333507,-118.458444444352,"(34.0314583333507, -118.458444444352)"
150011075,08/24/2015 12:00:00 AM,0500,Burglary - General,1500BLK 12TH ST,true,34.0205277785885,-118.485222223186,"(34.0205277785885, -118.485222223186)"
150015503,02/05/2015 12:00:00 AM,2614,Trespass/Illegal Entry,2500BLK 7TH ST,true,34.0065972230406,-118.478652778611,"(34.0065972230406, -118.478652778611)"
160031834,03/15/2016 12:00:00 AM,1700,Sex Offenses - Other,1500BLK EUCLID ST ,true,34.0212916674766,-118.484277778732,"(34.0212916674766, -118.484277778732)"
160033468,03/19/2016 12:00:00 AM,0630,Larceny - Shoplift,200BLK SANTA MONICA PIER ,true,34.0101111115019,-118.496472221749,"(34.0101111115019, -118.496472221749)"
150015528,02/04/2015 12:00:00 AM,0710,GTA - Passenger Car,2200BLK 28TH ST,false,34.0236388897143,-118.459930556316,"(34.0236388897143, -118.459930556316)"
160060522,04/24/2016 12:00:00 AM,1100,Fraud,PLAZA APARTMENTS,false,,,
150002408,01/27/2015 12:00:00 AM,2000,Family Offenses,1900BLK 17TH ST,false,34.0189027788017,-118.474125001189,"(34.0189027788017, -118.474125001189)"
150117363,09/07/2015 12:00:00 AM,0450,Simple Assault,1200BLK 11TH ST,true,34.0237777785752,-118.490861112041,"(34.0237777785752, -118.490861112041)"
150015572,02/04/2015 12:00:00 AM,0710,GTA - Passenger Car,2200BLK 20TH ST,false,34.0176250018512,-118.467916668228,"(34.0176250018512, -118.467916668228)"
150015600,02/04/2015 12:00:00 AM,0512,Burglary-Force Non-Resd,2300BLK SANTA MONICA BLVD,false,34.0316111111111,-118.476361111111,"(34.0316111111111, -118.476361111111)"
150016026,02/05/2015 12:00:00 AM,0690,Larceny - Other,800BLK 3RD ST,false,34.0230694453167,-118.504777778793,"(34.0230694453167, -118.504777778793)"
150016032,02/05/2015 12:00:00 AM,0690,Larceny - Other,300BLK SANTA MONICA PIER,false,34.0101111115019,-118.496472221749,"(34.0101111115019, -118.496472221749)"
150016043,02/05/2015 12:00:00 AM,0640,Larceny - From Vehicle,1500BLK PACIFIC COAST HWY,false,34.0120000000699,-118.496902777823,"(34.0120000000699, -118.496902777823)"
150016052,02/06/2015 12:00:00 AM,0512,Burglary-Force Non-Resd,1300BLK BLOCK OF 3RD ST. PROMENADE,true,34.0128611119292,-118.494694445425,"(34.0128611119292, -118.494694445425)"
150016055,02/06/2015 12:00:00 AM,0512,Burglary-Force Non-Resd,1300BLK MONTANA AVE,true,34.0318055558007,-118.495638888574,"(34.0318055558007, -118.495638888574)"
150016070,02/06/2015 12:00:00 AM,0450,Simple Assault,16TH ST / IDAHO AVE,true,34.0323611111111,-118.491694444444,"(34.0323611111111, -118.491694444444)"
150016941,02/08/2015 12:00:00 AM,2610,Possess Drug Paraphernalia,2200BLK LINCOLN BLVD,true,34.0100277779554,-118.480180555782,"(34.0100277779554, -118.480180555782)"
150017065,02/08/2015 12:00:00 AM,2606,Contempt of Court,300BLK OLYMPIC DR,true,34.0116527794303,-118.492333335271,"(34.0116527794303, -118.492333335271)"
150017073,02/07/2015 12:00:00 AM,0450,Simple Assault,1700BLK OCEAN AVE,true,34.0089444455056,-118.492000001237,"(34.0089444455056, -118.492000001237)"
150017078,02/08/2015 12:00:00 AM,2300,Public Intoxication,200BLK BICKNELL AVE,true,34.0069166671325,-118.487319443777,"(34.0069166671325, -118.487319443777)"
150099262,08/02/2015 12:00:00 AM,0400,Agg Assault - General,15TH ST/SANTA MONICA BLVD,true,34.0248333333333,-118.484722222222,"(34.0248333333333, -118.484722222222)"
160057979,05/09/2016 12:00:00 AM,0670,Larceny - From Building,20TH ST / SANTA MONICA BLVD,true,34.0286666666667,-118.48,"(34.0286666666667, -118.48)"
150147582,11/11/2015 12:00:00 AM,0450,Simple Assault,1400BLK OCEAN AVE ,true,34.0134166674862,-118.497222223203,"(34.0134166674862, -118.497222223203)"
