Incident Number,Date Occurred,UCR,UCR Description,Location,Gang Related,Latitude,Longitude,Map Point
160075124,06/22/2016 12:00:00 AM,2300,Public Intoxication,1700BLK MAIN ST,true,34.0116527794303,-118.492333335271,"(34.0116527794303, -118.492333335271)"
160018244,02/01/2016 12:00:00 AM,1100,Fraud,UNKNOWN,false,,,
160021235,02/14/2016 12:00:00 AM,1100,Fraud,UNK,false,,,
160035826,02/10/2016 12:00:00 AM,1700,Sex Offenses - Other,SANTA MONICA,false,,,
160081193,07/04/2016 12:00:00 AM,0700,GTA - Recovery,1200BLK 22ND ST,false,34.0320416675393,-118.480666667674,"(34.0320416675393, -118.480666667674)"
160081198,07/04/2016 12:00:00 AM,0700,GTA - Recovery,1000BLK 5TH ST ,false,34.0219305564389,-118.499763889903,"(34.0219305564389, -118.499763889903)"
160081200,07/04/2016 12:00:00 AM,0640,Larceny - From Vehicle,700BLK MONTANA AVE ,true,34.0271944446925,-118.501291666355,"(34.0271944446925, -118.501291666355)"
160081213,07/04/2016 12:00:00 AM,0450,Simple Assault,2100BLK SANTA MONICA BLVD,true,34.0311388889899,-118.479597222336,"(34.0311388889899, -118.479597222336)"
160081230,07/04/2016 12:00:00 AM,0700,GTA - Recovery,2200BLK VIRGINIA AVE,false,34.0220555555641,-118.468708333322,"(34.0220555555641, -118.468708333322)"
160081597,07/05/2016 12:00:00 AM,2100,DUI,26TH ST / WASHINGTON AVE,true,34.0387222222222,-118.480638888889,"(34.0387222222222, -118.480638888889)"
160081605,07/05/2016 12:00:00 AM,2500,Vagrancy,1300BLK 4TH ST,true,34.0170694453256,-118.495916667683,"(34.0170694453256, -118.495916667683)"
160081630,07/03/2016 12:00:00 AM,0690,Larceny - Other,1500BLK THE BEACH,false,34.0101111115019,-118.496472221749,"(34.0101111115019, -118.496472221749)"
160028844,03/09/2016 12:00:00 AM,0450,Simple Assault,14TH ST / PICO BLVD ,true,34.0160833333835,-118.475777777684,"(34.0160833333835, -118.475777777684)"
160085942,07/13/2016 12:00:00 AM,2600,All Other Offenses,1900BLK PICO BLVD,false,34.0191944445458,-118.469972222031,"(34.0191944445458, -118.469972222031)"
160085946,07/14/2016 12:00:00 AM,2300,Public Intoxication,100BLK BAY ST,true,34.006222222269,-118.490208333267,"(34.006222222269, -118.490208333267)"
160085947,07/14/2016 12:00:00 AM,1400,Vandalism,800BLK 21ST ST ,false,34.0368750008769,-118.487750001016,"(34.0368750008769, -118.487750001016)"
160117525,09/09/2016 12:00:00 AM,0512,Burglary-Force Non-Resd,1400BLK OLYMPIC BLVD,true,34.0200555558103,-118.480069444129,"(34.0200555558103, -118.480069444129)"
160117530,09/19/2016 12:00:00 AM,2300,Public Intoxication,2600BLK OCEAN PARK BLVD,true,34.0174861112143,-118.458152777605,"(34.0174861112143, -118.458152777605)"
160117532,09/19/2016 12:00:00 AM,2300,Public Intoxication,500BLK WILSHIRE BLVD,false,34.0202500002546,-118.496874999685,"(34.0202500002546, -118.496874999685)"
160117546,09/19/2016 12:00:00 AM,2300,Public Intoxication,1900BLK LINCOLN BLVD,false,34.0119027780149,-118.482513889178,"(34.0119027780149, -118.482513889178)"
